Genre,Director,Actor1,Actor2,Year,Runtime,Rating
Action,Tarantino,DiCaprio,DiCaprio,2008,128,3.4852999285918536
Comedy,Spielberg,Hanks,Hanks,1994,114,5.956688774715398
Drama,Spielberg,Cruise,Cruise,2023,131,3.0252388802040815
Drama,Cameron,DiCaprio,Hanks,2009,123,5.385907907440072
Romance,Cameron,Streep,Johansson,1980,100,8.829037154745855
Action,Wong,Streep,Streep,2017,102,1.9210778871420404
Sci-Fi,Spielberg,Cruise,Streep,1983,160,8.507386581844031
Comedy,Spielberg,Johansson,Cruise,2007,106,1.3870907613307573
Comedy,Nolan,DiCaprio,Streep,1986,138,1.9815983664512964
Romance,Tarantino,Cruise,Streep,1981,169,9.100567379687083
Drama,Tarantino,DiCaprio,Streep,2019,93,6.626438580847677
Comedy,Nolan,Johansson,Johansson,1986,161,3.0859593796844775
Drama,Cameron,Hanks,Hanks,2007,87,4.640241757945118
Sci-Fi,Wong,Johansson,Cruise,2009,130,3.2042710571352018
Action,Spielberg,DiCaprio,Hanks,1985,97,2.112366311685063
Comedy,Tarantino,Johansson,Hanks,1990,127,4.835721414166612
Comedy,Nolan,Streep,DiCaprio,2015,163,8.346692851087397
Romance,Tarantino,DiCaprio,Cruise,1992,176,2.6615677475764343
Romance,Nolan,DiCaprio,Streep,1995,97,5.844654644376176
Action,Tarantino,Streep,Hanks,2000,123,3.633108176308319
Comedy,Tarantino,DiCaprio,DiCaprio,2000,101,5.945034196103933
Drama,Cameron,DiCaprio,Hanks,1982,167,5.834217229441526
Romance,Nolan,Cruise,Johansson,2016,101,4.99021657039391
Sci-Fi,Spielberg,Streep,Streep,1987,180,6.727254265635128
Romance,Nolan,Streep,DiCaprio,2007,147,1.7026871612168137
Sci-Fi,Spielberg,Hanks,Hanks,1983,151,7.5053835694482665
Comedy,Spielberg,Johansson,Johansson,1999,89,4.338723089539492
Sci-Fi,Nolan,Streep,Cruise,2021,125,5.911283153768068
Romance,Spielberg,DiCaprio,Cruise,2016,80,7.466565146485606
Comedy,Cameron,DiCaprio,DiCaprio,2010,178,1.2659439645597061
Drama,Spielberg,Johansson,DiCaprio,1992,130,4.34332402847979
Romance,Wong,Johansson,DiCaprio,2020,87,2.9645256623217655
Romance,Spielberg,Cruise,Hanks,2012,108,3.526609700568744
Sci-Fi,Spielberg,Johansson,Streep,2009,80,7.750087951958381
Action,Wong,Johansson,Johansson,1997,158,9.332291221804773
Drama,Spielberg,Hanks,Johansson,1980,119,7.692817521896068
Action,Wong,DiCaprio,Johansson,1991,98,1.6667588210173432
Sci-Fi,Nolan,Streep,Cruise,1982,161,2.7203398658838474
Action,Cameron,DiCaprio,Cruise,2017,126,9.348289560300003
Drama,Cameron,DiCaprio,Cruise,2004,99,5.350850490015005
Drama,Spielberg,Streep,Hanks,1983,108,1.0092055496255734
Comedy,Nolan,Johansson,Cruise,2023,131,9.646735148751631
Sci-Fi,Cameron,DiCaprio,Streep,2014,119,7.979605554189763
Comedy,Nolan,Cruise,DiCaprio,2021,115,2.6130344666465963
Drama,Nolan,Hanks,Streep,2012,86,6.01451081002178
Sci-Fi,Spielberg,Cruise,Cruise,2021,118,8.647514167345967
Drama,Spielberg,Hanks,DiCaprio,2000,133,7.415269521263323
Comedy,Spielberg,Johansson,Johansson,2022,150,4.885082279540935
Romance,Wong,Streep,Streep,1991,158,7.828310384698168
Drama,Cameron,Hanks,DiCaprio,1987,174,6.213199679110746
Romance,Wong,Cruise,Streep,2002,104,1.2860285549162795
Drama,Wong,Johansson,DiCaprio,2001,100,8.431886705198277
Comedy,Cameron,Hanks,DiCaprio,1999,82,9.18319394001536
Comedy,Spielberg,Hanks,Streep,2006,154,3.133063417958034
Action,Wong,Hanks,DiCaprio,1998,141,6.7549369922834295
Drama,Tarantino,Johansson,Hanks,1998,172,5.538474387949574
Sci-Fi,Spielberg,Hanks,Streep,1985,138,8.40629648600515
Sci-Fi,Tarantino,Hanks,Cruise,2019,172,7.553595557049897
Drama,Wong,Cruise,Johansson,2020,120,6.604520735083643
Comedy,Wong,DiCaprio,Hanks,1992,146,1.3280851807732925
Sci-Fi,Tarantino,DiCaprio,Cruise,1986,123,9.878373651550524
Romance,Spielberg,Johansson,DiCaprio,2011,112,2.1402540346481125
Action,Nolan,Johansson,DiCaprio,2003,116,7.520454252083276
Drama,Nolan,Johansson,Cruise,1996,119,7.933038911085671
Sci-Fi,Nolan,Cruise,Cruise,2004,162,3.052905646785219
Action,Spielberg,Johansson,Streep,1991,96,1.1901987960099003
Drama,Tarantino,Johansson,Streep,1992,132,1.029139897554473
Comedy,Tarantino,Johansson,Streep,2005,99,3.571017966751858
Action,Tarantino,Johansson,Streep,2021,80,1.5754097897472565
Romance,Cameron,Hanks,Johansson,1983,165,5.232209852402904
Sci-Fi,Spielberg,Cruise,Johansson,2023,152,3.2518782016139953
Comedy,Spielberg,Streep,Cruise,2008,82,3.3583861922787506
Romance,Spielberg,Hanks,Cruise,1998,94,8.609993613395442
Sci-Fi,Spielberg,Streep,Hanks,2023,174,8.16577834146198
Sci-Fi,Wong,Hanks,Cruise,1984,164,4.67234360954614
Sci-Fi,Tarantino,Cruise,DiCaprio,2000,118,4.468088585251612
Sci-Fi,Cameron,Johansson,Johansson,1982,129,7.279975165363325
Romance,Nolan,Hanks,Johansson,2008,155,5.833885962580714
Comedy,Cameron,Johansson,DiCaprio,1989,133,7.861453197835852
Comedy,Tarantino,Cruise,Hanks,1987,135,2.5169738806171806
Drama,Cameron,Hanks,DiCaprio,1986,87,2.279132789721438
Drama,Tarantino,Hanks,Streep,2001,110,6.446218986153691
Sci-Fi,Cameron,DiCaprio,DiCaprio,1993,82,3.217233767051133
Sci-Fi,Tarantino,Cruise,Hanks,1995,114,8.55211559110015
Romance,Tarantino,DiCaprio,DiCaprio,1999,140,2.411119801203925
Romance,Spielberg,Hanks,Johansson,1994,131,4.130104597770344
Action,Wong,Johansson,Hanks,2020,96,3.3492077328540955
Romance,Wong,Johansson,Cruise,1987,93,6.758829591187972
Romance,Cameron,Johansson,Johansson,1982,107,7.956449501699951
Drama,Spielberg,Hanks,Streep,2012,127,1.845870925365712
Romance,Cameron,Hanks,DiCaprio,1985,176,1.067994178449602
Sci-Fi,Wong,Johansson,Johansson,1987,156,4.660455196310389
Drama,Cameron,Johansson,Hanks,1982,179,9.55134729467972
Action,Nolan,Cruise,Johansson,2019,90,6.710339480931324
Action,Spielberg,DiCaprio,Hanks,1999,126,7.028508689866192
Comedy,Cameron,Streep,Cruise,2004,100,2.2038004400694615
Action,Cameron,Johansson,Cruise,2008,91,1.129706875948371
Drama,Spielberg,Cruise,Cruise,2008,142,4.322779548175904
Romance,Spielberg,Hanks,Hanks,1993,131,3.834407014919601
Action,Tarantino,Hanks,Johansson,2016,156,7.553391989591921
Comedy,Nolan,DiCaprio,Streep,2015,160,8.748760558253425
Romance,Tarantino,Johansson,Hanks,2007,155,4.487275215533395
Sci-Fi,Spielberg,Johansson,Johansson,1990,136,9.25809542865898
Drama,Cameron,Hanks,Johansson,2019,177,3.445322887203465
Action,Tarantino,DiCaprio,Hanks,1999,119,7.307511711040464
Action,Tarantino,DiCaprio,Hanks,1990,109,8.691827270756471
Romance,Nolan,DiCaprio,Hanks,2023,142,3.4895800828902304
Comedy,Spielberg,Hanks,DiCaprio,2018,128,9.32594793586356
Comedy,Wong,Hanks,Streep,2003,133,6.045070472112414
Romance,Wong,Johansson,Streep,1999,87,3.893883256869908
Sci-Fi,Nolan,Hanks,Streep,2004,95,9.762851045100415
Comedy,Cameron,Cruise,Cruise,1994,129,2.6273568027059
Drama,Cameron,Johansson,Hanks,1987,153,2.588502416318565
Action,Wong,Johansson,Hanks,1982,130,9.810071149957736
Sci-Fi,Tarantino,DiCaprio,Streep,2005,149,6.002112360221836
Romance,Spielberg,Hanks,Streep,2014,104,9.517422775374685
Romance,Cameron,Cruise,DiCaprio,1987,153,7.4711382533480455
Sci-Fi,Wong,Johansson,Johansson,1994,147,4.60543658530169
Comedy,Tarantino,Cruise,Streep,2011,128,4.415796890823268
Romance,Spielberg,DiCaprio,DiCaprio,2004,100,8.932973584877079
Romance,Wong,DiCaprio,Hanks,2002,111,1.0471028012037598
Drama,Spielberg,Streep,Johansson,2010,104,3.7044263540426776
Comedy,Wong,Streep,Cruise,1983,98,6.7965225938138
Romance,Wong,Johansson,DiCaprio,1999,149,7.870980663717235
Sci-Fi,Spielberg,Cruise,Johansson,2003,82,6.998504606741532
Romance,Wong,DiCaprio,Johansson,1981,114,9.110362007693432
Sci-Fi,Tarantino,DiCaprio,Cruise,2007,158,2.30163617193295
Sci-Fi,Wong,Streep,Johansson,2022,125,1.1840940371660844
Comedy,Wong,Hanks,DiCaprio,1990,85,6.1336324336873105
Drama,Cameron,Streep,Cruise,1998,136,8.305497558529352
Comedy,Wong,Streep,Cruise,2022,113,8.320426101910911
Action,Spielberg,Hanks,Cruise,1991,147,1.887052868699308
Drama,Cameron,Streep,Cruise,2019,92,4.547668904078259
Comedy,Nolan,Johansson,Johansson,1997,122,3.480904929917494
Action,Cameron,Johansson,Streep,2010,167,2.9829468446203844
Action,Tarantino,Cruise,DiCaprio,1995,95,5.566593338251785
Sci-Fi,Wong,Johansson,Streep,2003,140,7.942839550777573
Drama,Nolan,Hanks,Cruise,2003,151,5.924448978629001
Drama,Tarantino,Cruise,DiCaprio,1980,83,5.417608980590041
Romance,Nolan,Hanks,Streep,2010,142,3.3394288081765886
Romance,Nolan,Streep,Hanks,2012,151,8.157005207546252
Sci-Fi,Cameron,Streep,Johansson,2019,126,3.140561996737079
Comedy,Nolan,Streep,Streep,2020,90,7.842218436065653
Comedy,Nolan,Streep,Cruise,1985,132,1.8895861622747239
Comedy,Nolan,Hanks,Johansson,1995,137,9.324197421067604
Sci-Fi,Wong,Hanks,Johansson,2003,87,3.799869634687524
Action,Wong,Johansson,Cruise,1999,175,3.289810785669217
Action,Wong,Johansson,Cruise,2011,103,6.9262366054889295
Action,Cameron,Hanks,DiCaprio,1984,173,6.3681883553204575
Comedy,Spielberg,Streep,Johansson,2002,125,4.147408787556789
Drama,Wong,Cruise,Streep,1989,99,5.593950506730671
Drama,Tarantino,Hanks,DiCaprio,1998,105,8.500226133893719
Comedy,Nolan,DiCaprio,Johansson,1997,105,4.062710724809722
Drama,Tarantino,Johansson,Hanks,1994,115,9.385267408481099
Sci-Fi,Wong,Streep,Hanks,1992,105,9.707160547024742
Sci-Fi,Tarantino,DiCaprio,Streep,1986,160,4.058631830610741
Romance,Nolan,Streep,DiCaprio,1990,173,3.9538926102660854
Drama,Wong,Johansson,Streep,2007,147,8.951012456392649
Drama,Nolan,Johansson,Hanks,1986,162,8.231742348988035
Comedy,Nolan,Cruise,Cruise,1990,101,4.360651237448003
Action,Nolan,Cruise,DiCaprio,1990,172,8.625418219889582
Romance,Tarantino,Cruise,Streep,2013,148,9.634509597409306
Action,Cameron,Johansson,Johansson,1996,112,9.620626224059482
Action,Spielberg,Hanks,Johansson,1982,108,4.614180695264906
Action,Tarantino,Cruise,Cruise,2014,87,9.495197015542683
Comedy,Spielberg,DiCaprio,DiCaprio,1993,115,2.3100598385794373
Action,Nolan,Streep,Johansson,2016,127,7.460388970377975
Action,Nolan,Johansson,Johansson,1985,168,5.06210552336273
Romance,Spielberg,Hanks,Johansson,2010,131,5.857191682546367
